5.553088164704251994e+01,5.416265255700857750e+01,-6.837362634160139407e+01
5.540529284104283647e+01,5.412802236720466453e+01,-6.845784238378885789e+01
5.521899190169968108e+01,5.399670019102661200e+01,-6.858527921537105954e+01
5.593655430002483797e+01,5.459722004351774416e+01,-6.801388061432811583e+01
5.566082296880284730e+01,5.461394583563345861e+01,-6.816795884400590921e+01
5.537507118541632423e+01,5.448954676564791555e+01,-6.829223969401166983e+01
5.529097687475527323e+01,5.443288035749588971e+01,-6.835080867130845661e+01
5.560675897411795887e+01,5.422420702965965944e+01,-6.850601745962875100e+01
5.552755944923065101e+01,5.414962913551344315e+01,-6.852415093591825723e+01
5.604222844685769900e+01,5.466586098322127185e+01,-6.804720952201742534e+01
5.580798953258884865e+01,5.464968738801876924e+01,-6.817794102495524555e+01
5.547526576898686557e+01,5.447854921276341855e+01,-6.846666620935172887e+01
5.535928761635636874e+01,5.445605882503497952e+01,-6.845517749435657606e+01
5.552297281367503956e+01,5.475572005885431537e+01,-6.874327027650257094e+01
5.564167448661784476e+01,5.486704340320789441e+01,-6.907704338183390291e+01
5.554697160091244967e+01,5.413761986951945460e+01,-6.836159729585638445e+01
5.537571185757178682e+01,5.405863114226828969e+01,-6.850995642526247309e+01
5.588215701710701921e+01,5.461316804038667527e+01,-6.803190523657178801e+01
5.536926263357580069e+01,5.449334427066734321e+01,-6.829120544010503124e+01
5.530724368929170964e+01,5.437712585345548888e+01,-6.835703089149473044e+01
5.561508614092991820e+01,5.415805723122173276e+01,-6.853369637686745364e+01
5.553581966006625947e+01,5.413799571923035359e+01,-6.853578461730188565e+01
5.599706225807452853e+01,5.468651093362533544e+01,-6.805063077019786988e+01
5.546161747674822351e+01,5.440743379758723108e+01,-6.849574578712183381e+01
5.550427260878454661e+01,5.405471467964543564e+01,-6.841251944784559669e+01
5.554050955569907444e+01,5.417552753009789512e+01,-6.836170332005271177e+01
5.555524630084437376e+01,5.413111478852276548e+01,-6.854498833506566768e+01
